日期,月份,现金费_元,应急购电量_kWh,合同购电量_kWh,充电量_kWh,放电量_kWh,弃购量_kWh,弃光量_kWh,日末储电量_kWh
2025-08-06,2025-08,55271.55590100274,750.8873473333316,82510.30624403292,20995.913610699587,17035.54451966667,7381.560630433275,3804.8646032333927,10767.93945
2025-08-07,2025-08,51978.44371171259,276.4435309523812,80207.7716270723,20510.860153262784,16597.018357142857,7978.78379482657,5203.604317078189,10786.58208
2025-08-08,2025-08,27189.521266644435,111.42753809523914,45531.30038514285,19455.792533803637,15747.115824380951,4950.070182804232,21208.809781011172,10800.0
2025-08-09,2025-08,27835.897241791987,446.39490730952457,44068.09356428571,19425.382743092297,15753.604728404762,3380.804105114634,18539.977351793066,10778.839215
2025-08-10,2025-08,52241.56810267205,577.5943903333391,76793.72985922986,19503.60304970605,15807.323447761899,4962.489652380952,3407.9359452380936,10768.389239999999
2025-08-11,2025-08,51357.24763092473,619.6862365714298,77014.92681972368,20107.77805543798,16272.71420390476,5160.618495238095,4077.677376190477,10784.59593
2025-08-12,2025-08,56626.85881300672,1810.2862616904754,74928.69227472076,19046.10834376837,15413.484095452379,3195.1009952380964,2150.7096428571435,10800.0
2025-08-13,2025-08,52140.79145355178,866.5535577380995,75637.65728268665,19222.293058877127,15580.80791369047,4781.3223071428565,1960.4239380952374,10788.05496
2025-08-14,2025-08,52774.863425946816,1029.9595809523794,75743.59061161082,20240.39456399177,16398.603614333333,4218.369169047621,2787.0990905238123,10783.739384999999
2025-08-15,2025-08,26549.13846606505,441.12135476190474,42757.28636064286,20410.31414426808,16606.250338357142,2625.5917915925947,19609.025234567893,10701.63285
2025-08-16,2025-08,27653.270200039417,551.5148054999995,43042.31156357143,20492.719202498527,16515.414569023807,2779.3152480305703,19907.926120899472,10794.6195
2025-08-17,2025-08,50298.59539334116,564.1456904761899,75601.75870540857,19797.22080540858,16048.603552380955,4587.293440476192,4664.600085714287,10780.3365
2025-08-18,2025-08,51159.66119271268,797.921907142857,75539.5704424456,20393.168209112286,16500.769099380952,5044.471099206348,3006.5065239841265,10800.0
2025-08-19,2025-08,50536.421055032,608.918361904762,75895.36130517341,20296.612728982946,16440.25631047619,4070.4802961904784,4259.78290238095,10800.0
2025-08-20,2025-08,63782.052724677334,3014.4171356666657,75362.4185823633,19102.856287125214,15564.813109571427,3666.7315333333327,521.3699404761907,10698.33387
2025-08-21,2025-08,52866.30375078255,883.1984270714271,76185.22744632568,20524.494793944737,16594.845389595237,3987.492569223985,3306.865416490299,10731.662085
2025-08-22,2025-08,30214.703259459668,1019.7686706904759,43392.02903421428,20038.13668209876,16257.802382,2077.576381848915,17323.31762295708,10701.76023
2025-08-23,2025-08,26590.361617045433,242.917620976188,43730.09507871429,20332.208993415636,16419.580343166665,2407.4626832745457,15122.915216166957,10756.770165000002
2025-08-24,2025-08,50621.57094524047,402.8612976190485,76952.53591851852,20765.26298280423,16868.457278571426,5355.392182186951,4369.609846384479,10702.776539999999
2025-08-25,2025-08,57921.54346114462,1911.3952923333359,77616.72536878305,20599.103952116395,16616.117926714283,3148.3741999999984,1623.6734190476213,10779.616845
2025-08-26,2025-08,51396.127994560426,403.36585476190436,78531.93378791887,21476.2329212522,17380.57767671429,5991.582099999999,3319.243914809525,10796.4735
2025-08-27,2025-08,51748.798051307785,417.51161428571424,78394.4609510288,21484.848489124037,17399.553426190472,4342.928985714283,2469.599650000001,10800.0
2025-08-28,2025-08,61528.99423261825,2161.8482031904778,78102.70015967079,19474.95566919459,15824.169992047619,4441.585404761904,1404.3822976190488,10745.048999999999
2025-08-29,2025-08,28893.163414693332,532.8315595238098,44840.28477142857,19792.42087939447,15997.508123809523,3820.2529879482663,15202.730237419162,10783.218765
2025-08-30,2025-08,27938.525832425214,344.5675982619018,44543.883147214285,20039.99107962963,16257.430994999999,2501.2633636390374,20091.907463874188,10755.39852
2025-08-31,2025-08,51726.106302165615,304.67651921428643,79187.44746990006,21940.11159132863,17760.756106976187,4967.035659523811,3699.109761904762,10767.325499999999
2025-09-01,2025-09,50206.69218371701,0.0,79251.12121278659,21570.668970723105,17442.834816285715,15049.412880687829,6499.739644328045,10800.0
2025-09-02,2025-09,49637.901056845614,39.50304047619056,78145.62950778953,21565.511942974714,17468.064673809524,15824.9117957672,4205.017633333335,10800.0
2025-09-03,2025-09,49054.18052373377,0.0,77390.4607463257,21191.29004115226,17164.944933333336,12728.040052792476,5088.3583357142925,10800.0
2025-09-04,2025-09,49705.09899667409,33.011369047618814,77976.19991399176,21348.645984714873,17292.403247619048,13502.14465485009,6525.258341093477,10800.0
2025-09-05,2025-09,25561.451437699994,0.0,43502.20147619047,17956.018829247503,14544.375251690475,10625.019268562903,22641.276963403878,10800.0
2025-09-06,2025-09,26373.31555138762,74.7531928571427,44165.85581904762,17611.136184597293,14265.020309523808,11657.540586213989,21515.868850617288,10800.0
2025-09-07,2025-09,49427.6001567196,169.40838809523817,76202.1296984127,21217.430262757196,17186.118512833335,13575.064272251619,3804.178447665785,10800.0
2025-09-08,2025-09,49537.73583520969,2090.316831644329,64012.3463164609,19331.2484505291,15740.09204442857,1663.06289914756,1452.8743095238115,10709.132445
2025-09-09,2025-09,43533.93621198191,633.300016666668,65682.09842110523,20710.68662195767,16735.813114285716,4057.560938477367,5180.12972495591,10753.4025
2025-09-10,2025-09,56529.095345419046,2868.0400768333325,65416.402681746025,18770.75802683715,15198.642651738097,3274.629193004118,121.69954047618991,10759.704
2025-09-11,2025-09,43777.81596655496,569.6819523809525,66384.52479706056,21175.54340570252,17178.970297619042,4472.40866369783,4989.139194326871,10729.94829
2025-09-12,2025-09,21141.422317583012,588.5462785714294,34354.38281280952,20234.383745355677,16344.053838738098,1953.4365802366246,17547.506404526743,10780.83384
2025-09-13,2025-09,20753.550009636623,403.5330333333338,34855.34803447619,20213.730494209278,16390.45997980952,2240.296484362145,21188.21258571429,10761.569085
2025-09-14,2025-09,44863.52380411426,682.7804739285696,66828.3992802175,20495.950790681953,16744.747078452383,2246.7708657260446,1413.8804261904781,10602.650265
2025-09-15,2025-09,44291.21914253694,437.6149857142857,68402.75261722515,21680.07915764256,17443.049226190476,5005.152373868313,4531.154664285714,10733.555699999999
2025-09-16,2025-09,45649.32309413036,747.1008433333311,67366.84300620222,20758.491947383893,16856.170292380953,2261.8285657260453,2458.0236454732512,10687.120350000001
2025-09-17,2025-09,43644.137031819184,256.87401488095406,68433.24583641975,20907.20135999412,16967.74827509524,3570.844644973249,1219.7037214285713,10650.547935
2025-09-18,2025-09,44458.67656481553,425.9865255952392,67773.07888700764,21217.71513151087,17103.14542202381,3689.281667401527,1439.1629190476197,10742.996639999998
2025-09-19,2025-09,21246.22233992213,483.7343764523803,35561.60097638095,20188.271859082888,16330.63432335714,2291.460580834801,13794.884919606116,10767.292065
2025-09-20,2025-09,22775.96414741646,690.1494674523827,35313.894831976184,20026.544176190466,16251.269349214283,2211.4944121349254,14371.841326984131,10734.21588
2025-09-21,2025-09,45512.32198995524,292.41461190476207,70968.99671828335,21399.96028512639,17285.448385452386,4478.289447530863,4381.122499649914,10788.126375
2025-09-22,2025-09,45983.52415485587,559.589552380952,70239.01482824808,21101.481063080537,17116.764882095238,2908.6346158730157,3291.233700437392,10760.831685000001
2025-09-23,2025-09,47616.38021359364,600.287082714285,72083.06049945296,21291.250832275127,17216.265540642857,4663.845533392122,1827.9011738095237,10793.7735
2025-09-24,2025-09,45820.02124373659,331.4903071428573,71677.23606872426,21166.500253439146,17143.005701785714,3811.8098173133485,3110.196906900352,10795.839615
2025-09-25,2025-09,47073.15323124685,578.9095523809522,71344.55205584949,20895.560975573186,17017.239935714286,4141.570543562611,3568.121124808933,10693.80012
2025-09-26,2025-09,20671.452406133067,151.25486190476195,36335.49076104762,20274.0859547325,16381.44844133333,3004.6472106114084,11895.2173989418,10738.8681
2025-09-27,2025-09,28058.837243416325,1574.811940023812,36148.90829571428,19527.46198656672,15879.867307119046,1963.5471352439756,14311.276171046444,10669.28688
2025-09-28,2025-09,47030.48151081304,410.40980409523434,72388.92135435037,21177.020127454438,17173.9302792381,4627.066661316876,681.5454822457367,10646.46024
2025-09-29,2025-09,48002.2926070296,421.42348333333416,73674.04954000587,21528.779759376834,17417.925295595236,5202.989413962376,2021.7375455952379,10669.111695
2025-09-30,2025-09,49697.625046954534,787.4856730238085,73783.67650485008,21261.746356672542,17181.35304840476,4014.8476249853047,1053.7464779541435,10714.291139999998
2025-10-01,2025-10,46408.975553728946,66.7931000000001,74164.36193794826,20572.12181681364,16586.280697619048,12341.621741328632,8242.170644091711,10800.0
2025-10-02,2025-10,45612.15402938793,146.4013571428569,72408.74109629629,20535.368228777188,16640.960823809524,10541.420194356266,6388.53173744856,10791.874935
2025-10-03,2025-10,19711.945547212425,112.67070000000018,35684.587637071425,19204.825482069366,15548.596081976191,5224.667377689593,19099.207859288657,10800.0
2025-10-04,2025-10,20857.418257577145,117.56029761904747,36953.11670952381,19157.60652851263,15517.661288095236,5374.514763609643,14960.234569782486,10800.0
2025-10-05,2025-10,43959.01641430189,144.3533690476189,69865.4427302175,20328.5427483833,16466.119626190477,6963.186070017636,4448.225840388008,10800.0
2025-10-06,2025-10,44194.350602330785,122.4087500000001,69662.93550667254,20220.921886978245,16378.946728452378,5771.88812351558,2438.3717246310966,10800.0
2025-10-07,2025-10,44044.12342637665,159.6876334761905,69257.84295928865,20225.056328453844,16382.295626047617,6158.223675631986,1644.983214726632,10800.0
2025-10-08,2025-10,42588.297260712905,586.6196428333353,65049.868968694886,20911.839394503226,16938.589909547616,2634.276705790715,2550.4667541152285,10800.0
2025-10-09,2025-10,41675.7171279862,273.2596190476188,66155.94705543797,21195.87694003527,17168.71567142857,3242.482823427399,3399.580899118163,10799.9385
2025-10-10,2025-10,18573.95586440643,413.7789785714292,33055.79974285714,20297.128620193995,16523.79939285714,1378.3152631393327,18974.323314285713,10707.577154999999
2025-10-11,2025-10,18626.89359371724,150.93833502380824,34410.661574785714,20280.579026161082,16352.810800690477,1925.9525981837182,14601.565502821864,10790.3085
2025-10-12,2025-10,44270.85431841489,474.28521183332737,67604.42219156379,20655.680208965307,16789.710976261907,3645.0786696943023,2052.7035176660806,10725.186269999998
2025-10-13,2025-10,42684.15543110913,113.2492595238103,68686.00145661375,21149.290364315104,17066.211838095234,4980.517388007059,2708.2595019106425,10797.09
2025-10-14,2025-10,44419.2402734895,596.2794087142844,67734.71206164021,20709.964805437976,16853.701688904763,2710.9152036743085,989.9838668136384,10709.723114999999
2025-10-15,2025-10,48019.02134937536,1120.1209842857133,68285.30928959436,20224.591734656082,16300.670108571427,2685.5295973838893,875.9554004115215,10800.0
2025-10-16,2025-10,51144.67106450524,1865.7673624285708,68901.05599535568,20571.950466725455,16667.58097804762,2675.2410669312194,1220.7398521751904,10795.221
2025-10-17,2025-10,19112.022082865173,169.48086611904853,34899.38978571429,20152.24482416225,16343.198610071428,2240.3021524103515,13015.322968665492,10773.131775
2025-10-18,2025-10,19303.047151912986,317.30917380952314,34794.107476309524,19877.34507116401,16100.655204642855,1968.759189300416,13289.374327630809,10773.125445
2025-10-19,2025-10,48490.311796638256,1089.7886644285702,71747.2370212228,21692.720022721922,17546.91611890476,3534.6592582598496,1270.839990241039,10800.0
2025-10-20,2025-10,48232.33310024961,756.2462334761935,72370.38234338624,21569.351062933565,17505.77079747619,3663.1395685479115,959.1263761904756,10761.559515
2025-10-21,2025-10,48345.30201928595,589.2087469285696,73979.51404955907,21624.915082480882,17517.029948309522,3394.583928982954,603.6723833333323,10760.61648
2025-10-22,2025-10,50936.545590160575,1076.0954499999996,74209.67457660199,22379.84742395649,18100.42997090476,3433.4634145502673,2017.9924589999964,10790.890305
2025-10-23,2025-10,47194.12574357266,163.99733095238145,75080.92483151086,22652.075175778948,18446.726032380953,5072.467927160489,2587.6080585714285,10681.395704999999
2025-10-24,2025-10,20242.607419838507,367.23722142857105,35341.35902264286,20398.532271575543,16452.848523976187,1837.682824602583,11505.178955202822,10759.131945000001
2025-10-25,2025-10,20040.458726830293,359.72025066666544,35522.058011404755,20449.429753321576,16551.929342690477,1946.8260846854805,10639.019033421513,10772.58612
2025-10-26,2025-10,47699.5211876493,148.38870952380995,76030.41240114639,22817.04422912992,18463.42756009524,4694.426252968844,2586.4461720000013,10793.006415
2025-10-27,2025-10,48835.53735057051,403.58967590476277,75991.71947136978,22816.490179394474,18483.23390980952,5246.959870546737,3262.511340476193,10790.921010000002
2025-10-28,2025-10,48050.718099129044,280.3113829761917,75777.49372463256,22925.68447786595,18573.086736071426,3740.1756872428004,1992.6099785714293,10787.274
2025-10-29,2025-10,53125.171092208686,1326.9051957380966,75476.91146716636,21878.344162110523,17733.185573309525,3133.405343151082,212.9959309523815,10774.24422
2025-10-30,2025-10,48414.4702398388,341.1158666666658,75783.20724433333,23173.148351675478,18756.290381857143,3812.5199530864256,3107.1275380952393,10789.755089999999
2025-10-31,2025-10,20126.83642604344,212.12112619047628,36358.59477614286,20315.592915226327,16460.337414333328,1544.2859626690208,7266.882372104647,10784.52492
2025-11-01,2025-11,20191.6497909766,334.5097190476192,36292.121167238096,20106.021713521448,16275.880203452376,2327.6899422954157,7924.761000587894,10795.633125
2025-11-02,2025-11,50050.620812606765,445.3237302619042,77345.66368133333,23206.411420311575,18798.70500745238,3427.298389212231,1159.5986761904771,10793.953395
2025-11-03,2025-11,50212.598690084335,366.80037564285817,78198.45963466667,22272.193280658437,18082.936446833333,2940.30141457966,1930.771478571427,10746.77574
2025-11-04,2025-11,50203.53976632078,267.07047380952406,78889.28408871486,23251.399907907107,18811.19291590476,4475.943576807763,2660.1319603809497,10771.710194999998
2025-11-05,2025-11,50416.23606024099,323.64531190476185,79133.98405333332,22686.424967254556,18387.19090397619,3436.4213398883,2043.9538954047591,10759.28055
2025-11-06,2025-11,55016.45058199359,1272.4002404761916,78489.39586921428,22598.12197330982,18297.68438338095,3351.484683833037,740.2892859285716,10766.8299
2025-11-07,2025-11,21679.887794500282,456.9055857142853,36727.58287095238,20247.03784379776,16455.42530047619,2255.8210780717236,7818.593051940041,10705.35807
2025-11-08,2025-11,20141.049979469517,183.76252450000044,36880.98770128572,20641.842083215757,16640.18185040476,2268.7115738683124,7003.171319106403,10793.925
2025-11-09,2025-11,53133.34359380413,548.0962124523804,80575.69152283332,22519.372691269837,18263.78880042857,3609.5847968253975,1911.8018642857155,10768.261755
2025-11-10,2025-11,53658.25292712079,635.1490259761908,81002.32841111906,22858.450321840093,18490.862227190475,2383.6366472075233,1027.8095952380945,10795.46457
2025-11-11,2025-11,51897.02345770095,237.87525476190473,81207.53534947618,22695.79333471488,18402.13726761905,4081.535917666074,1511.1989528095226,10774.859384999998
2025-11-12,2025-11,52410.21291365533,158.49008571428536,82080.91360304467,23046.985741240445,18664.767082904764,5265.2625208994705,1635.9347595238085,10778.516459999999
2025-11-13,2025-11,54066.00927489999,505.5570552142855,82187.73203118754,22909.90704035861,18541.895522690473,3453.9341639717836,2475.4720880952373,10795.326659999999
2025-11-14,2025-11,20900.175692628414,143.15162619047626,38104.33178219048,20274.629213786,16428.613560666665,2265.979138624341,4537.033316637277,10788.477885
2025-11-15,2025-11,21225.891415836213,301.0464317619043,37705.24241064285,20531.849246796002,16638.64043140476,2187.8515698706647,3713.3415404761913,10779.76395
2025-11-16,2025-11,55340.267801118556,577.410085714286,83887.56752394179,23218.85222907113,18826.62363554762,4192.693677013525,1445.510955785714,10758.260249999998
2025-11-17,2025-11,54363.96983499701,219.0084452380961,84921.26923841858,23654.518334714878,19142.675447619047,5864.1929679894165,2068.4874952380956,10777.687365
2025-11-18,2025-11,54379.89169477488,264.05315590476187,84405.3006993533,23373.88165402704,18967.598283261905,3753.4323130643725,1619.0863380952378,10739.07165
2025-11-19,2025-11,55133.72628898676,475.0570690476192,84346.3799132863,23750.659299617866,19204.53487619047,3874.844939858911,1032.1560190476184,10776.292935
2025-11-20,2025-11,55177.162324120334,324.18134047619026,85122.8499042916,23503.336607260433,19102.182202380947,4562.556518459729,1690.2442880952376,10704.64899
2025-11-21,2025-11,21446.796401124688,270.54976904761907,38795.496360142846,19664.514687860086,15909.37551366667,2439.4554162257436,4007.067472104645,10725.628304999998
2025-11-22,2025-11,21637.307416156385,181.29377619047625,39515.634035309515,19803.235728630214,15988.598514690475,2271.7226434744302,3390.738470752496,10783.431
2025-11-23,2025-11,56466.411865715316,436.31409761904825,86346.30010546737,24171.777639447384,19564.227787952383,5075.95757778189,1867.0104904761904,10800.0
2025-11-24,2025-11,55597.38272573838,403.73365238095226,85347.28910346853,24006.147275867137,19523.937080952383,4462.500518077599,2644.368342857142,10712.269124999999
2025-11-25,2025-11,55283.91314838444,280.22060000000056,86042.49285908288,24409.06926725455,19737.50090447619,3873.8616370664395,1608.6229925714292,10749.874905
2025-11-26,2025-11,55530.23880290339,237.5748095238092,86398.66365505585,24134.098619282773,19519.102347619046,4229.84373815403,1033.7315714285705,10782.672165
2025-11-27,2025-11,55506.076945228655,215.06038804761943,86213.10918630217,24309.109220017635,19674.783416714286,4104.439223427396,1908.5118142857143,10800.0
2025-11-28,2025-11,22759.40327352742,343.20915476190487,39786.53224114285,19904.601043533214,16156.734695261905,2624.6837571572623,2835.9527404761907,10762.2135
2025-11-29,2025-11,27330.75447538922,1051.1390788333326,40607.75589211905,18274.18481084656,14860.811618785712,2269.1429040238154,1046.9287748677234,10696.96692
2025-11-30,2025-11,58222.69190555522,631.6618837380956,87613.32106657847,24466.397052821863,19736.418975785717,2838.313020899473,431.8637357142857,10787.36985
2025-12-01,2025-12,72478.79281288962,4304.648163214283,88522.66868809523,24268.08448542034,19690.14854869048,1950.4531812463297,0.0,10750.703055
2025-12-02,2025-12,78156.27032897604,5128.093102404762,89211.49254285713,23962.71345611405,19378.045440452384,1062.1966081716637,54.911071428571404,10785.983565
2025-12-03,2025-12,69377.97739952906,3292.5629670476187,90286.91758780129,24014.116690270428,19502.57714961905,1474.051695149911,431.1407523809527,10729.15842
2025-12-04,2025-12,70650.5538403228,3458.159088261905,90490.49353086419,24731.321238859495,20032.573634976194,2261.99016105232,216.7061041904741,10728.932385000002
2025-12-05,2025-12,31360.59542234976,2034.3545142857145,45315.10561478542,19257.03127436801,15681.540795238096,1964.9384082010579,497.40355840682224,10636.326315
2025-12-06,2025-12,35819.572392755596,2828.7722793571434,46244.625863697824,19308.291742269248,15509.191358738091,1027.318461904763,582.348480952381,10781.35404
2025-12-07,2025-12,65702.61296855898,1669.7396273571426,93512.12797754261,24859.408595914167,20152.745591690473,2052.1724054379774,770.3509452380962,10762.882230000001
2025-12-08,2025-12,66092.17876314954,154.34047142857173,101258.15047630804,25226.214118342148,20413.23564285714,7079.614007965904,1672.6873476190485,10785.101999999999
2025-12-09,2025-12,66510.69865833214,175.0261833333332,101664.77488809523,25362.05776243386,20534.00532857143,8403.92465185185,1219.369719047621,10795.39251
2025-12-10,2025-12,65700.751910479,182.0148489523808,100786.06863809522,25296.04441992945,20496.912289142856,6148.456020546739,1632.876869047619,10787.485499999999
2025-12-11,2025-12,66137.97522906784,62.419304761904755,101712.96533571428,25099.922721046438,20353.653381547618,9223.768348001176,1844.092252976191,10762.245524999998
2025-12-12,2025-12,29761.003877730593,170.55078571428658,54415.07600161669,20341.83500967078,16503.737803833334,4492.7340871840115,2540.3820109761937,10732.410585
2025-12-13,2025-12,30011.316341302598,114.74059523809524,55393.52752789535,20551.419973897708,16585.819705357142,5996.460963521453,1747.673507738098,10800.0
2025-12-14,2025-12,66114.32663473261,85.20494047619017,101799.09418095238,25271.70628747795,20470.082092857145,7247.065324426812,1056.887802380952,10800.0
2025-12-15,2025-12,65793.69940016518,115.41733088095384,101389.24588838917,25175.236207289825,20413.310383404765,6289.574562051733,983.6048666666687,10776.256604999999
2025-12-16,2025-12,65866.86088530286,17.398083333333147,101772.64416666667,25215.58422836566,20429.34160997619,6500.4675216343385,1085.2407766428564,10771.013954999999
2025-12-17,2025-12,66390.12511452736,181.22854285714237,101713.77847839506,25144.102262139913,20357.32078433333,7464.159362493241,1452.2191142857146,10781.460674999998
2025-12-18,2025-12,65831.41328995154,196.80910238095277,101082.10019873604,25134.58918738977,20355.278214285714,8092.693225631984,1040.6381357142855,10785.61515
2025-12-19,2025-12,30075.94685522692,122.76727380952411,55324.19361178718,20490.327191651966,16643.413595238097,5296.658917754265,3394.9970714285705,10734.22785
2025-12-20,2025-12,29974.16427777758,86.29551428571428,55418.031134362136,20350.35289470899,16463.714935714284,5986.656825367432,2774.6796142857156,10756.52886
2025-12-21,2025-12,66632.03019211508,234.75050697619048,101642.57458333333,25185.432275102878,20361.076116833334,6561.101501087596,1454.0855642857143,10800.0
2025-12-22,2025-12,66066.28679264637,187.9750000000006,101359.68032313345,25360.744625867133,20547.50438095238,6655.08212107584,1141.905873809524,10794.10974
2025-12-23,2025-12,65521.204711143335,4.882000000000062,101597.43084761905,25354.708599059373,20538.847295238094,8126.811034273962,1401.5479761904771,10792.40604
2025-12-24,2025-12,65526.6484213988,78.71114761904721,101116.97817380952,25519.113062551434,20678.951966666664,7269.492537448565,1231.47637142857,10782.994499999999
2025-12-25,2025-12,65696.46555982665,161.74089047618946,100915.91634523809,25419.081320958256,20604.208008476187,6737.249952851268,1713.085437047618,10766.603235
2025-12-26,2025-12,29636.98210918432,106.64075952380944,54575.15169103468,20202.827792974716,16334.233423809523,5457.475152821872,2348.100495238096,10800.0
2025-12-27,2025-12,29370.318381300196,99.08428809523781,54644.355550235145,20451.065073309812,16576.46093788095,5252.327041211056,2277.699595023809,10787.668635
2025-12-28,2025-12,66207.92498793674,187.00858095238095,101254.26055790711,25051.613064109348,20291.37967142857,7886.0431295120525,1985.7378666666664,10788.142979999999
2025-12-29,2025-12,65603.82427508094,58.15522619047597,101363.5544190476,25215.69938353909,20449.082866666664,7315.12312360376,1816.203738095237,10761.06924
2025-12-30,2025-12,64879.58627044571,58.24890476190468,100512.70842857144,25235.786987860076,20416.308366666664,7853.134328806587,1673.9417833333325,10788.490455
2025-12-31,2025-12,65209.943595453165,172.7087595238102,100319.92531981188,24972.599101969427,20278.728663095237,6346.997760699589,805.3429464285707,10731.908909999998
