日期,月份,现金费_元,计划购电量_kWh,最终合同量_kWh,调整量_kWh,应急购电量_kWh,充电量_kWh,放电量_kWh,弃购量_kWh,日末储电量_kWh
2025-07-18,2025-07,32625.546111693104,57201.49451266763,54153.357871756125,-3048.1366409115126,56.02449284207546,18991.760801722423,15383.326249395162,9790.91372961871,10800.0
2025-07-19,2025-07,32997.397679773676,56334.25477252323,55641.715573272115,-692.5391992511101,0.0,19568.609846976473,15850.573976050939,9906.648802721627,10800.0
2025-07-20,2025-07,72123.46933037465,97931.57207232277,95734.56226541489,-2197.0098069078686,0.0,24657.100365604056,19972.251296139286,13964.98265501762,10800.0
2025-07-21,2025-07,75300.52518484602,99462.6025519234,98544.91040984489,-917.6921420785072,0.0,24458.769043595064,19811.602925312,15066.446327572525,10800.0
2025-07-22,2025-07,76061.00830187908,93954.30541585287,96876.18086702077,2921.8754511678953,37.80134963182752,21186.324700950558,17160.92300776995,14524.947313000119,10800.0
2025-07-23,2025-07,74775.5212190687,104979.84088447731,95049.61706257646,-9930.223821900838,22.191193442005556,23321.72649354207,18890.598459769077,13344.186917108967,10800.0
2025-07-24,2025-07,75119.52025353911,103386.53954166504,96342.00034993219,-7044.539191732862,0.0,23972.521221949864,19417.742189779397,13981.793134613861,10800.0
2025-07-25,2025-07,30878.715538057302,52829.04597457605,52517.446411242716,-311.59956333333434,0.0,19865.059993060102,16090.69859437869,9453.847996468667,10800.0
2025-07-26,2025-07,31974.285857870884,53573.06233672906,53906.22293237721,333.1605956481497,0.0,19672.823246371823,15934.98682956118,10271.734084751726,10800.0
2025-07-27,2025-07,74145.68334402138,94707.14966907352,95468.45295060913,761.303281535621,31.477903843352124,23025.293596495103,18650.48781316104,13972.833817402228,10800.0
2025-07-28,2025-07,75553.87260555234,97560.19588164758,98971.74812992165,1411.5522482740585,0.0,24220.76914649419,19618.823008660296,13407.772959089158,10800.0
2025-07-29,2025-07,79008.42166522863,95305.02320173252,100949.66869621258,5644.645494480061,0.0,20755.665277885826,16812.08887508752,17419.93903233237,10800.0
2025-07-30,2025-07,80103.50181837699,88063.55728269301,97381.12669611388,9317.56941342086,0.0,18235.172106199236,14770.489406021381,15995.097873203264,10800.0
2025-07-31,2025-07,74805.62297264181,92632.38404912602,97099.3035289387,4466.919479812684,19.287217350356975,23059.233331193864,18677.978998267026,14803.019834309396,10800.0
2025-08-01,2025-08,30022.593175873466,51889.54606093196,50926.74351384646,-962.8025470855036,0.0,19754.503159836153,16001.147559467285,8281.915714817756,10800.0
2025-08-02,2025-08,29917.602306630703,52481.72145762708,51344.06073930899,-1137.6607183180915,0.0,19291.046730111437,15625.747851390266,8935.872346961642,10800.0
2025-08-03,2025-08,58547.55312205341,77539.56109889578,78208.7144409983,669.1533421025348,26.678990616086594,19471.17323190265,15771.650317841146,8361.237713781244,10800.0
2025-08-04,2025-08,63106.25950597049,81479.29250536324,80971.44027474466,-507.85223061856686,84.14783670591771,17855.0352666588,14462.57856599363,8128.478690943415,10800.0
2025-08-05,2025-08,62301.213296114496,78525.08335673145,81148.70892093242,2623.62556420095,50.83485432719243,18659.285505908985,15114.021259786283,8422.467271918213,10800.0
2025-08-06,2025-08,63999.44693311135,84858.35706664088,83901.40056345602,-956.9565031848559,56.44069699552904,22588.94337371808,18297.044132711642,7622.677408431553,10800.0
2025-08-07,2025-08,60441.221046980485,84702.08512895578,76723.13314681857,-7978.951982137214,172.580000640342,20976.159019864983,17010.85002402807,6370.821572736798,10777.598646736187
2025-08-08,2025-08,26151.89510864395,46512.162394742176,46555.00112857648,42.838733834297784,14.405036648038944,20351.345246567103,16464.428431781926,6373.691386150245,10800.0
2025-08-09,2025-08,27901.4460482347,45608.59903909116,46427.67984792213,819.0808088309705,128.39901442241788,19711.80165657787,15971.208566273594,5500.997059343903,10794.834195060532
2025-08-10,2025-08,59198.71950841299,78967.8146124515,78033.15023548526,-934.6643769662467,39.176185468007134,21136.72366683735,17123.77798719142,6143.628538693822,10791.465509445905
2025-08-11,2025-08,60538.11978047958,77652.67928821228,80744.8300189176,3092.1507307053066,153.5817339867871,21001.051670999426,17003.17081201085,7472.246280744137,10800.0
2025-08-12,2025-08,61556.03786389141,81922.27186233614,81013.76476584213,-908.507096493999,172.2880225300811,21153.466786939032,17134.30809742062,6478.33569049358,10800.0
2025-08-13,2025-08,60284.282250133,74778.93466962918,78613.45012687842,3834.515457249241,177.96502038381112,18044.82953679238,14616.31192480183,6666.269412511876,10800.0
2025-08-14,2025-08,62947.93125736506,76901.8204069421,80578.77852667123,3676.958119729129,127.14693897733366,17837.339035975518,14448.244619140172,6860.494737331653,10800.0
2025-08-15,2025-08,26182.023995351847,46235.08294523171,45226.203275830645,-1008.8796694010671,65.08679671218323,20927.868445535605,16951.57344088384,3836.9403117923034,10800.0
2025-08-16,2025-08,27351.150480483797,47639.15087304725,44978.30162546749,-2660.8492475797652,180.87500301528686,20972.241202058136,16987.51537366709,4783.886785547253,10800.0
2025-08-17,2025-08,58897.56306234241,79593.50560948582,77367.64154392038,-2225.8640655654376,179.5637066561055,21310.371904838263,17261.401242918997,6505.288019832434,10800.0
2025-08-18,2025-08,59056.67463854557,76639.77583799112,77515.45263987326,875.6768018821475,150.72501692620747,20278.37080146397,16425.48034918582,6019.021413743723,10800.0
2025-08-19,2025-08,61088.99067211969,76118.68349802961,77702.02060138204,1583.3371033524254,309.8684897034768,19824.65680111928,16057.972008906618,6184.3063626510975,10800.0
2025-08-20,2025-08,63600.155815436665,84991.46758598456,83603.54068364965,-1387.9269023348947,101.0463441676902,22728.816138194226,18410.341071937328,6219.172802565524,10800.0
2025-08-21,2025-08,60458.31059179674,80588.35671308437,78906.11957797369,-1682.2371351106851,231.6540021306943,21303.476667985226,17255.94905966528,6025.789123672268,10799.85226822528
2025-08-22,2025-08,27594.1978879486,45911.100195940344,46238.08529664048,326.98510070013396,218.42699856927845,20365.085232978774,16529.150454431892,4227.368611319963,10762.706250759637
2025-08-23,2025-08,26181.50161831506,45213.86369642355,46346.47434537075,1132.6106489471938,17.89635478011637,20208.003182977074,16334.9182038951,4198.1142022443855,10800.0
2025-08-24,2025-08,59806.58064843006,75855.84101523811,77018.9198935063,1163.078878268195,79.99121021586183,21793.251714402646,17681.892517132106,6188.121470403632,10767.379301704485
2025-08-25,2025-08,66746.77877726672,98225.6215384365,84165.7185087892,-14059.903029647303,118.01267921145494,23140.960706185517,18714.819543544305,6882.3911556256135,10800.0
2025-08-26,2025-08,60317.46810022448,76257.58008828497,78513.43250147183,2255.852413186868,0.0,18333.01458569653,14849.741814414185,6737.8067653783455,10800.0
2025-08-27,2025-08,65975.49954604599,77269.75805767388,83109.73875477177,5839.98069709788,65.52351878854131,16761.30363144241,13576.655941468352,7651.578785811266,10800.0
2025-08-28,2025-08,66293.60976012205,76350.36970442618,82626.3352073924,6275.96550296622,443.0120882864925,18595.548635696534,15094.098688768965,7504.964167096139,10764.773006828027
2025-08-29,2025-08,27978.041373842767,48708.17911592998,48024.57911257135,-683.6000033586319,92.56672359340087,20288.386468662724,16401.888745762033,5880.345526825722,10800.0
2025-08-30,2025-08,26915.86631833903,46995.28382814371,46577.22014946741,-418.06367867629774,50.915340039217746,20636.6920520162,16727.22815098312,4794.9740002798435,10787.213790166667
2025-08-31,2025-08,61464.10766144884,75466.55836024799,80001.44705016416,4534.888689916171,64.02017439811557,18289.674532680645,14814.94349277022,6334.510472536142,10786.872544278995
2025-09-01,2025-09,53575.93508836821,84910.78079684425,80302.39958090764,-4608.3812159366225,0.0,21439.437645852286,17354.12978299145,16820.687872752947,10800.0
2025-09-02,2025-09,54485.215682374466,75179.14894303872,78750.8989795562,3571.750036517477,28.829091460552032,17535.747977983036,14203.955862166258,16352.172934573357,10800.0
2025-09-03,2025-09,54028.68786002841,79319.13039748077,79064.10070447615,-255.0296930046145,9.322408461603544,20201.043470243785,16362.845210897469,15338.66673667753,10800.0
2025-09-04,2025-09,51732.03289575307,77892.52696924104,77367.7034636171,-524.8235056239353,3.1873519188751516,22268.11150253939,18037.170317056905,15107.49298619928,10800.0
2025-09-05,2025-09,22245.224734821713,45735.41045302541,44716.96840288429,-1018.4420501411241,0.0,17939.558250919123,14531.042183244492,12043.254557590844,10800.0
2025-09-06,2025-09,22692.794083706656,46314.26661020519,45821.78076126352,-492.4858489416667,14.654507754865648,17180.65829722865,13916.333220755208,12891.521719559747,10800.0
2025-09-07,2025-09,55349.867409924445,74000.10124566118,78302.22475434782,4302.123508686626,32.51599328146381,16706.62524429858,13532.36644788185,15992.68387404946,10800.0
2025-09-08,2025-09,48770.63319154836,70109.05285596914,71134.38178545341,1025.328929484278,131.66986752809765,20445.713276346967,16593.654099089177,5513.390375982317,10763.74850527985
2025-09-09,2025-09,45522.93296779716,61820.70465475535,64888.445139779906,3067.7404850245603,264.51267048338445,19691.185451038687,15927.16803240861,4244.335167030444,10788.962041871773
2025-09-10,2025-09,49467.75042248766,72148.9891729038,71891.96749286904,-257.0216800347648,117.12267262242491,21066.96887978391,17058.797052726542,5816.267840032611,10795.01508620336
2025-09-11,2025-09,45440.73616623068,71117.81492794672,63969.562669423794,-7148.252258522918,326.7789976224948,21653.607882807446,17551.763788867233,4658.795381785927,10781.302415322025
2025-09-12,2025-09,18089.887230638815,36756.69280561762,37035.2077080824,278.5149024647881,189.25486799865593,19391.697989197117,15690.447545039486,3828.1878291860257,10800.0
2025-09-13,2025-09,17447.57522499796,36880.68601763314,37032.3329244248,151.6469067916605,117.37323656513479,19767.449668367153,16011.634231377393,3668.1279988621836,10800.0
2025-09-14,2025-09,49410.1415479743,75228.47028634729,71812.46542705297,-3416.0048592943117,148.63860407763286,21090.286716244,17109.198973972932,4818.820179349332,10771.036962427454
2025-09-15,2025-09,44797.14264447246,63907.782644355364,65179.72640721565,1271.943762860284,196.3380918593777,20836.32904298941,16854.610260089525,4909.979654050652,10796.38836768512
2025-09-16,2025-09,48343.327294487215,75737.15080442732,70978.80006027294,-4758.3507441543825,104.02136365205459,21551.720018176984,17485.767375425712,4567.134422565248,10764.305966904725
2025-09-17,2025-09,47216.2900628176,71699.25302969843,70714.12338400655,-985.1296456918813,28.04016572685662,21239.006885385887,17216.233923436113,4949.623260541815,10750.263359934124
2025-09-18,2025-09,52376.19683284793,64254.04561855145,71496.27509309651,7242.229474545067,93.82794709724772,14113.362163220752,11387.060376149519,5286.197075219665,10800.0
2025-09-19,2025-09,17636.985713583304,37571.264743152926,37129.440323257935,-441.824419894986,99.03207182985282,20145.11099826688,16317.539908596174,3698.450673421802,10800.0
2025-09-20,2025-09,18018.44033734287,37457.16993230142,37049.35534818811,-407.81458411330885,176.16185030742227,19965.342870467513,16181.21490798961,3317.2007496439173,10789.680907876753
2025-09-21,2025-09,47820.81251421062,71742.40526086903,70876.35595929988,-866.049301569149,40.813266425609285,19247.98890295355,15581.583828481456,6181.3228217275955,10800.0
2025-09-22,2025-09,48798.31090860907,75281.55545095314,69629.76903199604,-5651.786418957105,216.72728657466777,21285.60778649008,17250.454229942978,3636.370827819806,10789.875641237772
2025-09-23,2025-09,48897.08713328148,74331.97776146355,72922.28275956363,-1409.6950018999219,101.80778751731879,21545.42513597314,17442.68243725224,5695.8227030281305,10800.0
2025-09-24,2025-09,51387.28008971638,64946.716581148576,69825.02254752307,4878.30596637449,154.7277253292799,16656.065712097254,13491.413226798777,4251.265085764512,10800.0
2025-09-25,2025-09,51347.45404296708,70620.31434725189,72914.77973273615,2294.465385484262,231.68059618328738,18347.986217754835,14901.678063039537,5347.107048447058,10755.767525935426
2025-09-26,2025-09,17386.68768108474,38460.60485331772,37353.56594059553,-1107.0389127221915,59.010243609198334,19594.07386508573,15838.386398105042,3717.248674592235,10792.22689550698
2025-09-27,2025-09,19581.27148466876,37317.776981791954,37926.445712099085,608.6687303071305,379.70488125576503,20255.939299274898,16450.333570444636,3365.664466451258,10744.423853249238
2025-09-28,2025-09,54352.7641490961,71044.44873337282,74814.98212531321,3770.533391940389,201.70460042164478,17155.991486769348,13872.913445322982,6453.9268538381875,10770.467918760563
2025-09-29,2025-09,52133.59423205057,75402.11137179272,71694.4280038439,-3707.683367948821,402.4018756034469,20351.46880256324,16497.58392974334,4982.900171979175,10756.141030241542
2025-09-30,2025-09,53101.002716151925,73998.0127814457,76098.366683464,2100.353902018311,149.16107949456577,20823.65222261878,16827.685227538605,5953.924849372542,10800.0
2025-10-01,2025-10,43026.54354806997,70224.93184758694,66792.66846523379,-3432.2633823531496,1.1631172718550005,20045.937248877686,16237.20917159093,8932.442305571925,10800.0
2025-10-02,2025-10,44964.5166715635,77119.88613098697,66946.66787850851,-10173.21825247847,13.460786132528924,19880.33007557676,16103.067361217178,8477.696039157707,10800.0
2025-10-03,2025-10,15775.193929274541,36031.43036933873,36610.18065634783,578.7502870091016,1.532552115531019,18822.138727237874,15245.932369062682,6042.362134884428,10800.0
2025-10-04,2025-10,18321.71495925427,39054.85647771761,39058.9568919021,4.1004141844886135,138.93378663197433,17771.07532549105,14394.57101364775,6804.348195320086,10800.0
2025-10-05,2025-10,46849.905925482235,75573.41328080266,68296.32752129,-7277.085759512644,86.77907305555603,19668.29217232432,15931.316659582702,7790.588269393745,10800.0
2025-10-06,2025-10,48586.8352502677,65686.59436314668,69484.4022594904,3797.8078963437247,114.07927154956285,16500.785800601763,13365.63649848743,7390.338602196408,10800.0
2025-10-07,2025-10,48368.4246727626,69563.52504741424,72419.5467584047,2856.0217109904697,76.68665105403028,19189.03762689728,15543.120477786795,8776.604429436278,10800.0
2025-10-08,2025-10,43334.94724211092,63985.71404373788,65536.13969239261,1550.4256486547258,210.13718088689225,19631.61795152584,15901.610540735937,4165.409998772758,10800.0
2025-10-09,2025-10,44213.14695573109,74332.65418915932,64714.40526033866,-9618.248928820656,213.36970584313758,21041.44987181072,17043.57439616669,4043.1312049112903,10800.0
2025-10-10,2025-10,15408.511070638695,35303.54606787603,34882.0755866769,-421.47048119912813,306.2516317981291,19456.83885712653,15774.183971965263,2702.83833307197,10784.283891452478
2025-10-11,2025-10,15303.022592665578,36193.98819308644,36283.18809085783,89.19989777138915,58.68643017528192,19777.736670748323,16005.822205613375,3513.0546263892916,10800.0
2025-10-12,2025-10,45073.81595499236,67641.38165756459,68121.36877422902,479.98711666443785,358.9447274627522,18875.051606705667,15288.791801431595,4617.68707925748,10800.0
2025-10-13,2025-10,44736.702015977164,69846.0426780669,66753.96185484617,-3092.0808232207223,216.89395352176552,20487.802358293324,16595.11991021759,4525.137103434645,10800.0
2025-10-14,2025-10,47064.57374147055,72240.15120347816,69761.1243940364,-2479.0268094417597,163.06266840524577,20233.610781129562,16407.65681312525,4403.284547441661,10779.519910655223
2025-10-15,2025-10,46649.17570437633,75496.223088434,71797.42655238151,-3698.796536052486,73.27112079077996,21202.078040854773,17155.251132682068,4872.588809169729,10800.0
2025-10-16,2025-10,49025.33294171923,71356.75581228704,73293.87164633811,1937.1158340510935,110.38275364549189,20657.418329129065,16732.508846594545,4579.613527951115,10800.0
2025-10-17,2025-10,17665.832089648233,34944.2195881705,37125.46760011921,2181.2480119487127,76.27137461560666,19133.655686948932,15498.26110642864,3724.0734690658414,10800.0
2025-10-18,2025-10,16048.417693713405,36830.689472282946,36079.603650702884,-751.0858215800587,156.2806123660871,19535.85785137307,15824.044859612186,3514.666955731008,10800.0
2025-10-19,2025-10,48864.653541800944,73651.5947395007,73394.10636344168,-257.4883760590156,242.47295151913713,21912.623965145493,17749.225411767853,4649.179578065583,10800.0
2025-10-20,2025-10,49957.85890582079,77684.70939016077,75640.24506528016,-2044.4643248806262,112.0038543514454,21815.13342293895,17670.258072580553,5759.4163712517175,10800.0
2025-10-21,2025-10,51553.25322165164,76704.05895731921,77777.38575973178,1073.3268024125869,130.98234616996126,22194.982249139575,17977.93562180306,5931.262242269964,10800.0
2025-10-22,2025-10,52173.96409557549,73085.59169669407,75649.24844716709,2563.6567504730183,96.5873000968561,19663.60047487423,15927.51638464813,5265.22796649154,10800.0
2025-10-23,2025-10,52779.287519949125,84288.14930093754,73542.03201154603,-10746.117289391514,298.52362039929693,22323.995101021937,18126.808676927776,5182.294192034501,10750.697060999999
2025-10-24,2025-10,17117.486155629973,36683.40977297744,37654.670231477445,971.2604585000012,146.99216596263574,19429.896321227967,15693.843375094655,3309.2085023196096,10800.0
2025-10-25,2025-10,17290.094447503245,36557.23046523638,37722.27791116571,1165.0474459293291,172.63614982017054,19209.107597832026,15559.377154243943,3389.292099660078,10800.0
2025-10-26,2025-10,52175.20576011676,78045.8546834646,74716.4619176218,-3329.3927658427983,142.93059788438683,20925.929212758507,16950.00266233439,5478.412332396888,10800.0
2025-10-27,2025-10,54234.13508429745,71385.70245002449,75982.24586943627,4596.5434194117715,48.09650218371253,17603.614430249756,14258.927688502301,6887.707100351061,10800.0
2025-10-28,2025-10,53807.00613327939,70826.09502173343,76101.27407972241,5275.179057988962,14.810068057583553,17589.512334187493,14247.504990691876,5715.3297600251135,10800.0
2025-10-29,2025-10,55564.27300540563,79222.46777348299,81168.03434242468,1945.5665689416724,145.70195158505874,22321.705443231585,18080.581409017588,6720.135839204069,10800.0
2025-10-30,2025-10,52670.63378494702,69764.39027876011,74018.92636162383,4254.536082863717,105.19865963013638,18686.476985405927,15136.046358178804,4968.918729953792,10800.0
2025-10-31,2025-10,17070.355731492644,38739.45836390757,38238.8734394196,-500.5849244879732,129.16280565739848,19874.453313416754,16098.307183867573,3776.98244158518,10800.0
2025-11-01,2025-11,17277.031505751664,37731.07546774244,38406.42057858041,675.3451108379608,149.34313948241578,19331.94258925127,15658.873497293533,3981.8865748419607,10800.0
2025-11-02,2025-11,56229.227053223956,76648.57414514803,79832.97095596335,3184.3968108153135,135.92842700772144,20742.868168260175,16801.723216290742,5777.979122071598,10800.0
2025-11-03,2025-11,54153.7649065325,81949.83469968758,80316.68782738989,-1633.1468722977006,144.1445906529391,22238.312708686553,18013.03329403611,5471.809446725716,10800.0
2025-11-04,2025-11,55577.00578367812,75949.2129470956,78896.06329715208,2946.850350056479,198.0493443170962,20685.263807983545,16755.06368446667,5827.43877906341,10800.0
2025-11-05,2025-11,56418.14868907053,84779.43302043126,80182.06271404724,-4597.370306384036,228.5673244444443,22446.754607676037,18181.871232217592,5195.402052221623,10800.0
2025-11-06,2025-11,57894.808269917274,78558.32869072085,81664.64138642086,3106.3126957000004,117.92343527777729,21274.85545066758,17232.63291504074,5723.234150069944,10800.0
2025-11-07,2025-11,16788.36969728533,37938.755710256395,38398.917618882784,460.16190862639314,113.25713656853661,20312.62072417696,16467.961319633345,3466.518063020199,10783.623852166667
2025-11-08,2025-11,18776.634124355263,38346.0619828221,39659.1214061471,1313.0594233249903,130.56383564814772,18604.552453312903,15054.948954133451,3831.360529334048,10800.0
2025-11-09,2025-11,56259.498803295384,81645.15205434294,82571.38895496761,926.2369006246762,36.98346997753231,22870.64388229693,18525.221544660508,5709.018600086515,10800.0
2025-11-10,2025-11,60821.12652318457,82316.94689608546,85274.20925158085,2957.2623554953716,59.959282962963485,21244.44318583105,17207.99898052315,6584.759413621085,10800.0
2025-11-11,2025-11,56526.325033125395,84269.91755089266,81818.98453401662,-2450.933016876038,76.57679442525819,22274.90774643411,18042.675274611633,5323.634859022961,10800.0
2025-11-12,2025-11,57816.15458477645,80992.02443149438,82852.48251565272,1860.4580841583352,82.53752212962914,22034.427772911517,17847.88649605833,6773.275524447685,10800.0
2025-11-13,2025-11,59020.61951454689,78796.72128875284,81930.02915476661,3133.307866013776,180.64119885246097,20453.23391269784,16567.11946928525,4841.716539879391,10800.0
2025-11-14,2025-11,20204.622354399726,38952.37142809556,41254.82484733178,2302.453419236218,50.69798129629615,17492.724006119584,14169.10644495687,3590.4365339656033,10800.0
2025-11-15,2025-11,18075.560047465973,41022.1613053567,40735.719614313086,-286.441691043611,94.42895462962987,18142.65291719593,14695.548862928707,3196.8104808803423,10800.0
2025-11-16,2025-11,60473.90937226948,81657.70578435181,84771.3490233444,3113.643238992594,129.9458776011677,21986.147797768626,17808.77971619259,5132.383734369543,10800.0
2025-11-17,2025-11,62904.58406599167,78681.5511834072,84519.67005795178,5838.118874544591,90.69047955322213,18391.0112311757,14899.716601704504,7543.089067901282,10796.669439497573
2025-11-18,2025-11,60097.05885890025,82265.77758122567,84183.04744893801,1917.2698677123428,83.05970333333312,20851.50427180354,16903.054200708684,5014.641889695019,10781.85195
2025-11-19,2025-11,64432.355118717605,81119.40261520112,86151.10821224088,5031.705597039768,181.10894965731262,20294.770252393686,16425.648596838888,6189.2212227323,10796.424514
2025-11-20,2025-11,60401.13911598023,81535.85723323174,84514.49206894822,2978.6348357164775,86.80119851851833,20790.802221510054,16855.252388817957,5499.048999228338,10780.08830356132
2025-11-21,2025-11,18548.33888303156,39188.28418259689,40558.89477258774,1370.6105899908462,93.2463954867124,18819.00821969226,15246.130657138634,3563.576392169335,10777.050526685878
2025-11-22,2025-11,18788.094480356165,43101.130103939395,41686.514961628185,-1414.615142311214,95.3089899160096,18270.03914368977,14780.353970833332,3343.9649347268487,10797.47023285853
2025-11-23,2025-11,61538.54653950653,82971.48916457093,85716.6976000733,2745.2084355023667,93.99187490592908,21363.843559899986,17302.436493091667,5157.06628233758,10800.0
2025-11-24,2025-11,58913.048899241956,80941.59694360034,82569.87354750151,1628.276603901184,250.17814443074906,21502.13374706665,17416.728335123986,3818.277085770327,10800.0
2025-11-25,2025-11,62841.661228433004,92759.8389460755,86762.68171938871,-5997.157226686795,145.14425870156708,22649.209582704698,18345.85976199081,5274.476683234885,10800.0
2025-11-26,2025-11,63486.079350634056,88024.77138019259,88229.87008811695,205.09870792436539,149.51697913420398,22099.20681306534,17900.357518582932,6352.406736946858,10800.0
2025-11-27,2025-11,62253.623707067556,85326.9124105337,86965.8309543524,1638.918543818703,54.12680490740743,21322.695560720163,17271.383404183332,5901.388182604495,10800.0
2025-11-28,2025-11,18482.128113081977,40321.65400326581,41115.37328728232,793.7192840165012,190.172127409211,19464.339000147364,15775.480643354465,3510.2748056954824,10789.593274183228
2025-11-29,2025-11,20604.397639646937,50239.89200220893,45072.092697183994,-5167.799305024935,61.59989134725336,18098.61033873462,14671.985168373194,4402.961554488186,10776.136836407506
2025-11-30,2025-11,65962.8869616223,87926.74195470684,89832.52122714247,1905.7792724356234,187.79491058492818,21767.92388397453,17610.54149878613,5189.2734283569425,10800.0
2025-12-01,2025-12,88856.45478217278,91562.69374892677,88517.7991677182,-3044.894581208575,4146.434072561423,22078.122247558385,17890.16047297793,2091.697034865836,10792.353941715963
2025-12-02,2025-12,87753.56255251096,94876.81591239298,91882.47623004272,-2994.3396823502553,3101.1656196882177,22535.661274312253,18247.004179737298,2046.1372034893436,10800.0
2025-12-03,2025-12,84567.02850243359,85458.3445291688,91494.5295124212,6036.184983252408,2155.0770959158617,18977.981844438247,15375.291806694988,2838.482395050202,10796.526097
2025-12-04,2025-12,85039.27629547687,93133.58089086373,90098.10973018609,-3035.4711606776486,3084.669782647811,22149.247675931565,17949.794426387365,2207.685180180261,10786.632976019117
2025-12-05,2025-12,27427.57794560829,46434.476530078544,46984.89852974552,550.421999666981,1400.4843487530811,18151.187194901395,14744.452820981845,3242.807519019643,10739.976094783882
2025-12-06,2025-12,28699.70759291215,49716.50095198992,49061.983729629064,-654.5172223608488,1374.194446477336,18950.183548823927,15295.627159852875,2787.552263778297,10800.0
2025-12-07,2025-12,82468.02501037357,97977.48865223401,93575.22511205461,-4402.263540179398,1758.2490545509631,21415.77610587466,17346.778645758477,3500.01192922901,10800.0
2025-12-08,2025-12,81109.93703318285,105410.65284872073,103976.81161064663,-1433.8412380740776,16.444000000000074,22301.80054448334,18064.45844103151,11090.438406656347,10800.0
2025-12-09,2025-12,78901.74530396258,104595.69162308541,101672.67922510944,-2923.012397975964,28.86714670109609,22607.832780688113,18312.344552357376,9248.514097569687,10800.0
2025-12-10,2025-12,80466.62405970655,99972.64116495095,101834.79080029795,1862.1496353470027,62.92651383668691,21358.420623180813,17300.320704776466,8889.173463190207,10800.0
2025-12-11,2025-12,77408.42338834816,104203.42938780818,101613.668168573,-2589.7612192351867,18.562887685880924,23086.084034981846,18699.728068335302,10259.82270756193,10800.0
2025-12-12,2025-12,29310.890917690947,56641.05824643949,58686.06084229135,2045.002595851865,0.4634365435089194,18363.7011238364,14874.597910307482,8463.786383815215,10800.0
2025-12-13,2025-12,28693.372086435447,58228.84065358523,57608.61380154258,-620.2268520426389,4.387222623382891,19360.940054000705,15682.361443740569,8240.443849030624,10800.0
2025-12-14,2025-12,82542.02692893951,99481.70076067185,103056.2307676413,3574.5300069694454,11.677446846386033,21430.115227109898,17358.393333959015,9914.491041007694,10800.0
2025-12-15,2025-12,82881.36790669306,98763.2491906166,103025.24124789622,4261.992057279631,0.0,20906.482661337446,16934.250955683332,9100.330487930067,10800.0
2025-12-16,2025-12,79429.35814213053,104121.16271308076,102896.06464461552,-1225.0980684652334,0.04711225893526816,22619.71376405401,18321.96814888375,8417.03653767758,10800.0
2025-12-17,2025-12,78337.34957845448,104473.1159603718,100950.63110629401,-3522.4848540777757,70.42707723154297,22511.529843386557,18234.339173143115,7879.955292321975,10800.0
2025-12-18,2025-12,77606.3289658167,99234.19955878137,100389.95497883415,1155.755420052778,104.49570767922545,21823.544850730486,17677.071329091697,8283.63282592849,10800.0
2025-12-19,2025-12,28095.25876207642,53939.589721006705,55577.234018456234,1637.6442974495185,1.1368683772161603e-13,17696.215659877667,14333.934684500915,6626.83947080442,10800.0
2025-12-20,2025-12,26427.443243716512,56883.740018541765,55611.777628949436,-1271.962389592323,9.526400859163573,19898.305175120342,16117.62719184748,6599.431575370584,10800.0
2025-12-21,2025-12,79967.0801393296,102570.51095051019,102628.93316931235,58.42221880216903,56.25280799731195,21981.773981265324,17805.236924824916,8687.104058588793,10800.0
2025-12-22,2025-12,79724.97108901478,100646.27094069193,102218.65565038915,1572.3847096972204,0.0,22732.260629606768,18413.13110998149,8098.752336710284,10800.0
2025-12-23,2025-12,77634.38887514,103432.2611053467,101267.3148807387,-2164.946224608006,1.1368683772161603e-13,23724.85820238346,19217.13514393061,8589.739716181595,10800.0
2025-12-24,2025-12,77630.76760066391,102141.58344130038,102315.04025761611,173.4568163157441,0.0,24143.99332838641,19556.634595992997,8376.473874411942,10800.0
2025-12-25,2025-12,78945.34807895795,98524.4874283901,101304.19139490185,2779.7039665117572,47.27354816486176,21835.030258155733,17686.374509106143,8691.162657376464,10800.0
2025-12-26,2025-12,27605.82779948244,54623.55025938139,55926.23368605965,1302.6834266782612,29.860899259259213,19041.13336929346,15423.318029127706,7088.382901813904,10800.0
2025-12-27,2025-12,26771.728922820745,56487.33316941353,57056.76989250274,569.4367230892166,14.123058148148175,20138.088129842108,16311.851385172109,7377.259475216239,10800.0
2025-12-28,2025-12,76570.99335821028,101650.43251853985,101363.11407024425,-287.31844829560976,10.775290555555785,23173.75449074074,18770.741137499997,8805.750955707208,10800.0
2025-12-29,2025-12,80008.49502028839,100883.58775693954,103492.636867328,2609.049110388448,0.0,22479.699810908918,18208.556846836225,10303.773897779269,10800.0
2025-12-30,2025-12,75223.28771308731,101429.06616312623,99852.80467813081,-1576.2614849954316,0.0,23285.45539502654,18861.218869971497,8165.454675677186,10800.0
2025-12-31,2025-12,78545.82118737836,103309.38351548652,102874.3653766602,-435.0181388263362,25.836497777778277,23467.925363047278,19009.019544068295,8899.254774903438,10800.0
