日期,月份,现金费_元,应急购电量_kWh,合同购电量_kWh,充电量_kWh,放电量_kWh,弃购量_kWh,弃光量_kWh,日末储电量_kWh
2025-08-07,2025-08,51574.95128085199,270.4737547619048,80328.96367507348,20923.41801793062,16947.61340952381,7556.375799999999,5679.271771428569,10750.784445000001
2025-08-08,2025-08,26942.9242793968,130.77617380952518,45096.625425690465,19578.627989417982,15816.53847192857,4449.985608142267,21240.155223868318,10797.618
2025-08-09,2025-08,26950.67670200677,315.9337797619037,44061.84637857142,19643.45681884186,15928.100929761908,3330.565833156963,18409.92943609641,10778.839215
2025-08-10,2025-08,51980.231363567094,376.6803313571458,78786.14743171663,20584.39197695473,16671.73049483333,5839.968504761904,4105.578726190473,10780.647
2025-08-11,2025-08,51265.848365890444,323.8388523809528,79265.51553959436,20873.221708641973,16894.717674999996,6439.655847619051,4609.941177380951,10794.638009999999
2025-08-12,2025-08,55695.571547915315,1327.2386871190456,77515.06505358612,19873.98157739565,16093.099286690478,4383.6467375367465,2917.2310624632564,10800.0
2025-08-13,2025-08,51792.831418522874,439.746323738099,78615.66636472663,20440.440829012336,16556.757071499997,6031.319471428571,3019.4300095238077,10800.0
2025-08-14,2025-08,52675.74772724716,637.3979547619035,78731.81432580834,21187.10147580834,17167.48111190476,5725.9498604938235,3697.351072839509,10793.412315
2025-08-15,2025-08,26611.480512917507,238.60303571428574,44019.234423642854,20392.47450517342,16565.297759690475,3544.901406966493,19726.03242357437,10740.75297
2025-08-16,2025-08,27062.982339960756,238.4636541666676,44225.65258414285,20416.594771457956,16486.63718788095,3516.2424383009993,20088.635849764847,10797.2025
2025-08-17,2025-08,50890.50727649236,309.47161190476186,78650.65461625514,20816.049985302758,16858.482738095234,6266.678115667248,5570.487248618461,10800.0
2025-08-18,2025-08,51433.79306282749,553.3189071428568,77941.83975664315,21067.800751881245,17064.918609023807,6669.718464697236,3428.442439564667,10800.0
2025-08-19,2025-08,51282.336632686245,443.5214980238095,78357.38258835979,21027.543700264545,17032.310397214285,5230.870769047621,5257.139964285712,10800.0
2025-08-20,2025-08,60148.829684638586,2084.605625285716,77902.0184355967,20223.946097501466,16429.88567947619,4574.463002380953,967.4095738095237,10746.122955
2025-08-21,2025-08,53208.60017979269,613.7914226666666,78880.82688762492,21341.84229673721,17252.59198685714,5412.488085714286,4148.461431363903,10784.23437
2025-08-22,2025-08,28757.098210320513,561.0027299047604,44640.048112238095,20155.06932836567,16369.10017247619,2871.7856380464464,17312.72664820693,10735.907685
2025-08-23,2025-08,26704.392818528257,102.60958571428573,44957.305785880955,20219.41699106408,16346.637222261905,3416.018788242801,15241.110664550259,10770.45273
2025-08-24,2025-08,51485.2224266727,191.86528095238145,79850.33502751323,21662.24408703704,17574.0519,7171.479992151678,5048.93864594356,10739.748075
2025-08-25,2025-08,56894.1698515531,1263.4671812619013,80453.68044697237,21584.840604115227,17429.494156833334,4372.83933095238,2415.8748333333347,10800.0
2025-08-26,2025-08,52593.35278648868,270.7187357142853,81389.50207674896,22021.672383891822,17839.620130952382,7737.073710376246,4212.27646581423,10797.705
2025-08-27,2025-08,52543.965430725126,194.56369761904784,81289.30078631951,22097.67711158142,17897.052960380952,6019.9753738095205,3349.1160922619074,10800.0
2025-08-28,2025-08,61436.21318999704,1828.504686333333,80530.3921048207,20480.495742915926,16634.988151761903,5501.009226190475,2244.58499047619,10749.126
2025-08-29,2025-08,28827.1664195119,285.6905642857144,46130.36159761904,19699.10550726044,15921.916327380952,4853.984624735449,15229.658007289821,10787.302815
2025-08-30,2025-08,27388.11625917936,68.49725714285744,45847.043366499995,19953.1532569077,16188.283571595237,3428.7386127278087,20209.21249226925,10758.159
2025-08-31,2025-08,52323.58931795955,73.34775897618819,81720.19583386244,22236.224536243386,17979.170024357143,6437.428935714284,4452.437061904762,10793.9055
2025-09-01,2025-09,51857.61668973979,0.0,81754.29526960611,21730.541612904166,17596.25365645238,16866.840694973544,7179.032084847447,10800.0
2025-09-02,2025-09,51374.110875866274,16.676214285714078,81014.08000784832,21977.39874779541,17801.692985714282,17713.753464814814,5083.541145238095,10800.0
2025-09-03,2025-09,51001.29661663911,0.0,80577.34088921221,21697.349514991172,17574.85310714286,14758.064167078192,6149.063064285715,10800.0
2025-09-04,2025-09,51681.83770707362,23.667321428571427,81230.956021164,21818.455831863612,17672.949223809526,15842.021426278658,7341.529758259849,10800.0
2025-09-05,2025-09,26460.823777205947,0.0,44798.902195238086,17886.542986096414,14488.099818738096,11809.838454834504,22766.3589063786,10800.0
2025-09-06,2025-09,27019.37215472026,23.50134047619045,45400.271691690476,17318.42359050558,14027.92310830952,12598.609181461197,21813.57966850941,10800.0
2025-09-07,2025-09,50811.44082749484,49.137321428571454,79356.68408835979,21635.91754556143,17525.09321190476,15631.860077013524,4702.153382451498,10800.0
2025-09-08,2025-09,46072.851205252795,1071.319977072311,67226.9502276896,20723.84126211052,16860.36771080952,2917.279065365665,2121.9480547619064,10717.715235
2025-09-09,2025-09,44181.93171370677,350.2439380952394,68740.44088342151,21252.806096913577,17174.8865,5739.934140564374,6169.996817372134,10762.0335
2025-09-10,2025-09,51702.257985852164,1615.5087029047645,68407.29476860669,20059.401804174013,16235.88041138095,4561.4983787184,321.7850500000004,10775.628
2025-09-11,2025-09,44416.518305001315,282.00330952380966,69393.61396778365,21188.092096913573,17199.286399999997,6362.090604732508,5828.635192328045,10734.592665
2025-09-12,2025-09,21310.756567206383,395.26380000000006,35606.46887054762,19799.771842445618,15989.171600880949,2897.5726274544404,17741.903601528513,10788.6411
2025-09-13,2025-09,20929.435383708813,229.07926904761948,36128.70616238094,19786.351104027035,16037.210644761906,3108.0131030276357,21493.530385802467,10777.234155
2025-09-14,2025-09,44237.724774615985,237.57010714285678,69289.73854579659,20913.489139065256,17023.906530142856,3449.1147140934786,2089.286579923574,10683.92268
2025-09-15,2025-09,44995.80919435524,215.28884047619,70894.63017210463,21685.86491437389,17487.411757142858,6568.275179159317,5276.160042857144,10770.743595
2025-09-16,2025-09,45527.02078562627,406.74153652381074,69854.01720587889,21177.460024750148,17186.806442047615,3259.224364550266,3519.110811816577,10734.006014999999
2025-09-17,2025-09,44680.75210661843,120.59112619047649,70981.58669538505,21265.86711572604,17262.050979738095,4902.318254635215,2235.9250309523813,10693.229775
2025-09-18,2025-09,45103.73449156971,215.09149383333127,70374.82796428571,21364.21074247501,17225.032651404763,5313.120990858322,2181.5692595238097,10782.094274999998
2025-09-19,2025-09,21080.840827576714,270.5598238095241,36536.37116678571,20076.3804478542,16251.756460261897,2892.403855383885,13988.550830952381,10793.3295
2025-09-20,2025-09,22251.775752329337,447.1244021904771,36294.54453571428,20063.702945002937,16279.083454952379,2933.0853624338656,14378.530352087006,10762.791645000001
2025-09-21,2025-09,46733.95729715521,202.68957857142857,73356.00942583772,21539.14361105232,17413.218805452387,5885.768664697236,5259.518050778658,10800.0
2025-09-22,2025-09,46577.94207362414,354.01843571428503,72328.12447157555,21158.931284597296,17152.95988452381,4044.4220099647277,4017.729613918282,10784.19384
2025-09-23,2025-09,48046.960137481976,386.8660375476174,74147.65164271576,21343.981889241615,17274.399786285714,5894.906058994711,2453.4139349794204,10800.0
2025-09-24,2025-09,46961.29568413192,213.82640238095226,73782.13599750146,21276.961062316284,17234.338460476196,5047.057045972957,3843.0576520693685,10800.0
2025-09-25,2025-09,47813.97204496337,391.9713642857138,73463.15215288065,21051.098244591412,17088.76509761905,5274.916009670785,4282.42546052322,10758.471645
2025-09-26,2025-09,21180.071410452314,113.82666428571409,37245.352043309525,20016.03408697824,16211.824261452379,3745.6272927689574,12115.098089300416,10759.764255
2025-09-27,2025-09,25848.143333739747,1020.668301452379,37223.680782404765,19673.739249118164,15986.072573285714,2605.7778842151724,14149.60227380952,10703.826720000001
2025-09-28,2025-09,47538.55744514834,156.1368738095237,74773.4236388301,21437.24853086419,17379.970117,5924.106819870666,1460.5461122380939,10686.27249
2025-09-29,2025-09,48789.97701246852,247.3749809523813,75903.88645676072,21741.803286713694,17575.440145238095,6416.790960523223,2808.2157357142833,10725.62862
2025-09-30,2025-09,49599.472567432356,370.5473380952395,76113.25671890064,21558.809244767774,17444.391898761904,5300.412307466197,1646.799636857143,10745.899274999998
2025-10-01,2025-10,48101.15933589506,36.2650000000001,76656.44550526161,20854.577310552613,16843.516969047618,14030.090821840093,8990.037808583187,10800.0
2025-10-02,2025-10,47289.58734896138,61.99418571428545,75050.48400029395,20764.0824691358,16818.9068,12319.560209553209,7116.959190652557,10800.0
2025-10-03,2025-10,20471.782841775475,54.69626666666653,36916.876359523805,18970.461743092295,15366.074011904762,6214.789679717811,19335.24151528513,10800.0
2025-10-04,2025-10,21614.88977470738,61.1465952380953,38278.96748571428,18845.9424191652,15265.213359523812,6602.209355496768,15061.193232480888,10800.0
2025-10-05,2025-10,45982.61869874361,82.44488333333322,72955.75732589653,20476.677339800117,16586.108645238095,9015.342485243973,5396.329962757202,10800.0
2025-10-06,2025-10,46071.623075771306,32.236399999999776,72840.23110399765,20496.114725396827,16601.85292757143,7695.046925279252,3550.049530893005,10800.0
2025-10-07,2025-10,45549.6628289956,22.98310000000015,72250.12238647854,20407.98940972957,16530.471421880953,7994.952701881248,2629.071796748677,10800.0
2025-10-08,2025-10,42580.041297477015,233.67976666666686,67898.7279270135,21138.49941396237,17122.184525309523,4265.380263697826,3372.216874662845,10800.0
2025-10-09,2025-10,42686.42255639905,140.93774285714244,68571.15384761905,21110.243342151676,17099.29710714286,4927.921521340388,4013.2421507936497,10800.0
2025-10-10,2025-10,18492.824647704285,177.71589047619045,34250.522423809525,20061.4812063786,16287.544116666664,2190.399143092299,19120.291164814815,10758.061844999998
2025-10-11,2025-10,18694.696318629918,32.26811904761911,35424.796022833325,20134.64942386831,16274.293043833333,2746.4726231040595,14743.921555408579,10796.6985
2025-10-12,2025-10,44227.59826914231,270.4412583809489,69340.1164181658,20741.39320908289,16816.483136857147,4802.677110346856,2368.0145106408027,10778.971125
2025-10-13,2025-10,43515.849350346034,73.39065238095259,70166.13517089946,20953.86655129335,16953.70591904762,6218.790600911229,2993.1792901234558,10800.0
2025-10-14,2025-10,44134.950766595175,303.6684597380946,69463.17518683127,20787.606703997644,16881.930430738095,3795.979373956496,1291.3587160199913,10751.145555
2025-10-15,2025-10,47091.701786008045,782.5518912142824,69719.14248430335,20348.929655790715,16438.664020690478,3587.761380276307,1083.6437101410934,10800.0
2025-10-16,2025-10,49966.04667101313,1369.3924313809525,70686.66635270428,20716.558685537908,16780.412535285715,3617.0917116696096,1536.3479721634353,10800.0
2025-10-17,2025-10,18946.73709283976,23.360592857142777,35748.02700238096,20149.0735377425,16332.34252857143,2921.25352698413,13029.203742416224,10787.11893
2025-10-18,2025-10,19468.69051599167,187.1333880952379,35653.763808238094,19713.459823633155,15957.515044142858,2786.884765461496,13221.474384714871,10798.6605
2025-10-19,2025-10,47600.227114036505,553.8886779523827,73334.18195452675,21796.976884950025,17654.34572680952,4392.989607054678,1466.7273339506178,10800.0
2025-10-20,2025-10,48176.46235913213,472.8473452380963,74130.60000858318,21933.96680925925,17775.4258155,4848.127549323926,1155.9964440714275,10790.097
2025-10-21,2025-10,48213.58016961788,317.146788452381,75572.32663156965,22086.7030568783,17895.922021071427,4340.5289580246945,895.5820761904743,10783.77195
2025-10-22,2025-10,50927.77545505852,847.3010785714285,75874.23252554378,22760.988717195763,18421.795615928568,4391.268370252795,2436.175432595235,10800.0
2025-10-23,2025-10,48047.8510926002,78.53640476190492,76813.3993648736,22910.485287007643,18636.68929347619,6002.964598941799,3235.6781438289245,10712.00421
2025-10-24,2025-10,20246.82157614128,255.10266666666695,36116.890213380946,20247.54787257495,16340.552514285715,2402.7647346625513,11642.18207042916,10778.627835
2025-10-25,2025-10,20141.861458208296,252.54575952380932,36366.33923897619,20340.689657289822,16471.615847904763,2632.9875544294578,10718.390901352142,10783.45314
2025-10-26,2025-10,48813.07629735097,96.93293095238103,77847.32938597618,23086.22007322163,18684.946085309522,5687.994251822458,3310.6820605273333,10800.0
2025-10-27,2025-10,49225.69834173458,205.29595433333395,77773.45529319046,23043.859262316288,18665.526002476192,6211.754655437977,3836.08166557907,10800.0
2025-10-28,2025-10,48545.39011869274,136.12611216666699,77317.76146604761,23082.763657113457,18700.957612261904,4601.765446031748,2497.89438733098,10795.645499999999
2025-10-29,2025-10,52520.10530589734,868.5661482380966,77167.99214659023,22414.39694603174,18158.399461285713,3842.78961484421,625.5143952380952,10792.60335
2025-10-30,2025-10,49189.72398981675,238.8054142857144,77443.69349449206,23028.772380070543,18655.86906185714,4921.757090564377,3600.020850000001,10789.755089999999
2025-10-31,2025-10,20280.838031298143,121.18043095238083,37133.405085666665,20268.905112169312,16412.552892857144,2353.9643542439735,7139.9768763962375,10795.59981
2025-11-01,2025-11,20316.42183890523,220.92533571428595,37122.63171385714,19888.865041152254,16106.020512333329,2909.5248468841914,8107.149240534982,10800.0
2025-11-02,2025-11,50639.97430176029,249.96057857142952,79315.50071882892,23220.556938065838,18808.651119833332,4650.649485501178,1706.5220603333328,10800.0
2025-11-03,2025-11,50663.41752819875,112.350312880952,80319.02248316784,22656.450307730745,18389.405125761903,4069.043733127571,2590.353597619047,10758.132915
2025-11-04,2025-11,51027.01791182028,126.51670476190498,80968.38266345677,23460.124365902404,18968.217362380954,5705.512578982952,3317.407752380951,10796.447775
2025-11-05,2025-11,51507.57630720708,138.0757833333334,81396.41595765726,22780.1780462669,18460.102915476193,4738.437581628455,2797.9589619047597,10787.382555
2025-11-06,2025-11,53983.10765566978,723.4266785714285,80649.41302562432,22695.564872663133,18375.77366135714,4639.03359929453,1044.4303435952386,10795.86465
2025-11-07,2025-11,21661.100002519684,306.7176571428563,37693.65604357143,20081.070375191055,16308.84699690476,2933.185728248092,7976.502810846565,10747.88688
2025-11-08,2025-11,20449.3853986114,99.27763809523836,37827.54509028571,20432.820953674312,16503.68316447619,3030.302210905351,7176.17562827748,10800.0
2025-11-09,2025-11,52955.342579501885,197.48430161904753,82542.26649404762,22494.531453821277,18237.45045909524,4728.564269988245,2407.288347619047,10781.244465
2025-11-10,2025-11,53669.776301101694,333.5657136666669,82920.77253414901,22925.896697060547,18553.77701311905,3379.5590210170476,1644.2164428571416,10799.243699999999
2025-11-11,2025-11,52944.71702420528,141.85917619047626,83102.13381858464,22840.496428894767,18512.12546190476,5200.298791475601,2156.3035696428565,10786.662195
2025-11-12,2025-11,53338.835497752574,85.52793095238086,83925.86565382127,23481.15039767783,19020.676997619048,6371.180427572018,2223.752007142855,10785.612
2025-11-13,2025-11,54236.898307201554,244.40162245238037,84133.28738398,23646.939040476183,19141.071422785713,4544.066636360961,2931.8834357142837,10800.0
2025-11-14,2025-11,21126.626942351424,62.48583333333346,38987.21212619047,20192.636347883592,16357.600564285713,2953.705971105235,4662.500904820694,10798.260975
2025-11-15,2025-11,21272.85002790711,187.41518571428588,38613.38984392857,20419.746098383293,16542.638503690472,2809.7967365961244,3902.0137816872457,10795.323015
2025-11-16,2025-11,55270.67738000134,322.58963333333264,85403.42555802468,23718.80742219282,19228.17038397619,5034.1686048794845,1766.665164928574,10777.615935000002
2025-11-17,2025-11,55141.12579593682,137.73300714285725,86375.88915537919,24018.973574015276,19441.17788095238,6828.864919459145,2411.2072166666667,10793.383395
2025-11-18,2025-11,55252.40405545546,234.20029580952186,85780.88903594944,23808.095680864193,19312.146560499998,4596.315039966199,2032.2733380952368,10762.728885
2025-11-19,2025-11,55351.69933362891,301.90433809523813,85677.27278550851,24026.6775616402,19437.301521428566,4730.394195296885,1291.0952880952368,10789.737
2025-11-20,2025-11,55632.63877625325,216.43641904761844,86450.51050220458,23763.084368988828,19307.94385238095,5449.634304644325,1969.0960666666665,10723.241984999999
2025-11-21,2025-11,21817.456985484692,168.50277380952338,39961.99672316666,19086.57741263962,15450.740438738096,3016.106701557904,4614.171754850092,10733.672279999999
2025-11-22,2025-11,22101.95459588255,114.04310476190446,40656.152476809526,19238.701804526747,15530.981313666663,2929.024317225163,3913.621290152848,10791.858
2025-11-23,2025-11,56874.94163962196,313.1590238095247,87635.05351114049,24152.005061728392,19555.796299999998,6143.449394650206,1976.4580952380943,10800.0
2025-11-24,2025-11,55960.9803426686,256.2445238095238,86734.92302342739,24106.095557466186,19588.789419047615,5463.259849294536,2848.657859523808,10730.164424999999
2025-11-25,2025-11,55826.8657934581,149.69073333333387,87526.41019523809,24486.304070664308,19806.850245238093,4925.163972192834,1902.8226642857153,10760.226705
2025-11-26,2025-11,56235.10190238598,120.39039285714276,88059.50683268665,24203.920609229863,19574.20429047619,5400.463137742507,1392.050885714284,10794.639375
2025-11-27,2025-11,56267.37801829793,99.49122380952353,87908.50091472662,24367.8140760729,19733.104839119052,5242.76954443945,2349.6206238095224,10800.0
2025-11-28,2025-11,22881.274616604853,185.67125238095235,41320.104866690475,19084.84463547913,15486.212854738093,3308.4299594062322,3677.47582892416,10769.457
2025-11-29,2025-11,25631.9334514804,598.697247166666,41987.244748765435,18244.10802639624,14814.374371880953,2823.062198148147,1403.6960432686703,10728.738255
2025-11-30,2025-11,57779.51731213201,312.63078214285605,89114.43522857141,24620.243153762487,19879.24423804762,3770.7834890946515,670.4554892380971,10798.907940000001
2025-12-01,2025-12,70612.57532430519,3593.3973071666655,89834.70836666666,24229.174278483246,19649.101779571436,2512.4878392072346,36.61760238095235,10772.82948
2025-12-02,2025-12,74669.73821665511,4036.961164523809,90753.95078333333,24039.169007818928,19447.273428333334,1487.8920136096447,73.31440476190505,10800.0
2025-12-03,2025-12,67032.56652244071,2306.885881071426,92249.8344834509,24186.927111669604,19628.71239195238,2166.287820995593,669.4692571428573,10758.553965000001
2025-12-04,2025-12,67627.61600295131,2255.8163465714283,92680.24587880657,24829.12599976484,20119.959778309523,3054.1842861845944,401.5029677380969,10749.2565
2025-12-05,2025-12,28293.494663200523,844.1604166666666,48056.613473368605,20137.208685655492,16380.364902380948,2862.0225507054674,970.2798727219299,10672.33887
2025-12-06,2025-12,31275.027093064145,1384.411209642858,49105.684404262196,20548.558307495587,16546.218576071427,1614.7038071428576,1208.4212586713682,10781.35404
2025-12-07,2025-12,64322.99526554261,689.4031007619042,96284.37997716048,25061.716987595526,20291.24444745238,3325.7450062316275,1224.8842815476196,10791.072165
2025-12-08,2025-12,67519.47562872524,57.09204999999986,103834.09586190476,25193.96577198706,20403.166373809523,9289.77317563198,1963.4042214285714,10795.4565
2025-12-09,2025-12,68148.872204585,98.01957857142818,104293.27895476189,25252.896796002344,20450.757254761906,10705.130015902412,1495.574709523809,10800.0
2025-12-10,2025-12,67016.7129025465,61.16149349999925,103363.75034047617,25186.638979218107,20402.778673166667,8329.040361258081,1924.3926999999994,10798.221000000001
2025-12-11,2025-12,67866.62734806785,45.646516666666685,104208.73142380951,25003.001129747197,20278.007988095236,11493.276260728984,2074.8538380952386,10769.802029999999
2025-12-12,2025-12,31033.783549051004,58.09874761904803,57150.86647742504,20168.670381481483,16356.421650000002,6363.379591534391,3318.9234186948843,10747.80354
2025-12-13,2025-12,31548.097125703593,56.77431190476193,58172.003471252196,20264.28143997648,16367.091152380952,8119.222925426215,2413.8311868018845,10800.0
2025-12-14,2025-12,67853.41785061499,30.28536190476187,104476.62951666665,25198.47389035861,20410.763851190477,9579.37627273663,1361.1067666666656,10800.0
2025-12-15,2025-12,67449.56834111857,39.0191261904763,104061.25598571426,25165.487300088178,20391.49182607143,8498.31058074515,1358.41109047619,10791.72543
2025-12-16,2025-12,67924.54789353308,3.245450000000119,104626.08806666665,25115.15973065843,20348.318783333336,9061.283690770135,1383.117545238097,10786.126095000001
2025-12-17,2025-12,67995.3942460907,93.75971428571381,104490.1579690476,25172.175019135797,20382.161600000003,9815.501649911814,1786.55554761905,10794.23739
2025-12-18,2025-12,67362.43746101514,47.85310476190465,103853.88143718401,25158.489059435622,20375.645007142855,10399.681025367434,1352.9424976190476,10797.271980000001
2025-12-19,2025-12,31361.745244346457,17.605290476190476,58058.74335537919,20376.458140711344,16535.48104047619,7099.241676190481,4227.738569429749,10763.327595
2025-12-20,2025-12,31442.57749299039,20.605428571428376,58162.11537354496,20208.648220664312,16359.155445238099,7738.315606554966,3738.5601701352143,10774.27161
2025-12-21,2025-12,68014.62697098838,74.57599176190428,104443.1533857143,25111.199147207517,20316.915758238094,8920.85396469724,1764.8101571428574,10800.0
2025-12-22,2025-12,67636.44112846024,45.11518333333356,104303.71341428571,25377.576316872422,20555.836816666666,9113.548561699,1476.113452380953,10800.0
2025-12-23,2025-12,67698.42844441927,0.0,104514.03459047618,25236.92327160493,20446.5451,10780.728645061732,1684.8352404761904,10794.8475
2025-12-24,2025-12,67584.22121701643,44.163816666666776,104115.40431666665,25426.406419753082,20597.308899999996,9950.970715961203,1524.9405809523814,10792.7145
2025-12-25,2025-12,67699.55885096405,94.41196428571465,103979.17647857142,25343.678167078186,20543.104683333335,9458.585316255145,2001.9811095238097,10776.352980000001
2025-12-26,2025-12,31388.61201684407,46.600288095238156,57668.40009591416,19962.852094532624,16148.627878571428,7723.44785614345,3169.7058785714316,10800.0
2025-12-27,2025-12,31150.276045210492,28.551752380952337,57787.83216813639,20281.597158495,16434.483302380948,7500.2592903292225,3130.2017074074092,10792.900440000001
2025-12-28,2025-12,68144.10616502786,106.33535476190468,104309.99147619047,25001.256790329215,20245.493516666666,10610.058297766016,2241.2505095238103,10799.038755
2025-12-29,2025-12,67873.78069514809,54.41296428571418,104422.20023571426,25168.21755802469,20396.01845,10008.287880070544,2172.359945238096,10788.191835
2025-12-30,2025-12,66903.73977480762,10.585459523809519,103383.59226666666,25166.86749588477,20377.553666666667,10432.347356496175,1948.1139404761916,10796.646284999999
2025-12-31,2025-12,66940.19275962934,72.88577857142872,103099.46732663138,24993.738803468546,20299.07987380952,8664.89242792475,1166.378814285713,10736.478014999999
